Date,Centre_Name,Commodity_Name,Price
19-08-2013,AGRA,Potato,15
20-08-2013,AGRA,Potato,15
21-08-2013,AGRA,Potato,NA
22-08-2013,AGRA,Potato,12
23-08-2013,AGRA,Potato,12
26-08-2013,AGRA,Potato,12
27-08-2013,AGRA,Potato,12
29-08-2013,AGRA,Potato,12
30-08-2013,AGRA,Potato,15
02-09-2013,AGRA,Potato,15
03-09-2013,AGRA,Potato,15
04-09-2013,AGRA,Potato,12
05-09-2013,AGRA,Potato,12
06-09-2013,AGRA,Potato,12
09-09-2013,AGRA,Potato,12
10-09-2013,AGRA,Potato,12
11-09-2013,AGRA,Potato,12
12-09-2013,AGRA,Potato,12
13-09-2013,AGRA,Potato,12
16-09-2013,AGRA,Potato,12
17-09-2013,AGRA,Potato,NA
18-09-2013,AGRA,Potato,12
19-09-2013,AGRA,Potato,12
20-09-2013,AGRA,Potato,12
23-09-2013,AGRA,Potato,12
24-09-2013,AGRA,Potato,NA
25-09-2013,AGRA,Potato,NA
26-09-2013,AGRA,Potato,12
27-09-2013,AGRA,Potato,10
30-09-2013,AGRA,Potato,10
01-10-2013,AGRA,Potato,10
03-10-2013,AGRA,Potato,10
04-10-2013,AGRA,Potato,10
07-10-2013,AGRA,Potato,10
08-10-2013,AGRA,Potato,10
09-10-2013,AGRA,Potato,10
10-10-2013,AGRA,Potato,10
11-10-2013,AGRA,Potato,10
14-10-2013,AGRA,Potato,10
15-10-2013,AGRA,Potato,NA
17-10-2013,AGRA,Potato,NA
18-10-2013,AGRA,Potato,NA
21-10-2013,AGRA,Potato,10
22-10-2013,AGRA,Potato,10
23-10-2013,AGRA,Potato,NA
24-10-2013,AGRA,Potato,12
25-10-2013,AGRA,Potato,12
28-10-2013,AGRA,Potato,12
29-10-2013,AGRA,Potato,12
30-10-2013,AGRA,Potato,12
31-10-2013,AGRA,Potato,12
01-11-2013,AGRA,Potato,12
04-11-2013,AGRA,Potato,NA
05-11-2013,AGRA,Potato,NA
06-11-2013,AGRA,Potato,15
07-11-2013,AGRA,Potato,16
08-11-2013,AGRA,Potato,15
11-11-2013,AGRA,Potato,15
12-11-2013,AGRA,Potato,15
13-11-2013,AGRA,Potato,15
14-11-2013,AGRA,Potato,20
18-11-2013,AGRA,Potato,20
19-11-2013,AGRA,Potato,20
20-11-2013,AGRA,Potato,20
21-11-2013,AGRA,Potato,23
22-11-2013,AGRA,Potato,23
25-11-2013,AGRA,Potato,23
26-11-2013,AGRA,Potato,23
27-11-2013,AGRA,Potato,20
28-11-2013,AGRA,Potato,20
29-11-2013,AGRA,Potato,20
02-12-2013,AGRA,Potato,20
03-12-2013,AGRA,Potato,20
05-12-2013,AGRA,Potato,15
06-12-2013,AGRA,Potato,15
09-12-2013,AGRA,Potato,NA
10-12-2013,AGRA,Potato,15
11-12-2013,AGRA,Potato,15
12-12-2013,AGRA,Potato,15
13-12-2013,AGRA,Potato,15
16-12-2013,AGRA,Potato,14
17-12-2013,AGRA,Potato,14
18-12-2013,AGRA,Potato,15
19-12-2013,AGRA,Potato,15
20-12-2013,AGRA,Potato,15
23-12-2013,AGRA,Potato,NA
24-12-2013,AGRA,Potato,15
26-12-2013,AGRA,Potato,14
27-12-2013,AGRA,Potato,14
30-12-2013,AGRA,Potato,14
31-12-2013,AGRA,Potato,NA
01-01-2014,AGRA,Potato,15
02-01-2014,AGRA,Potato,15
03-01-2014,AGRA,Potato,15
06-01-2014,AGRA,Potato,12
07-01-2014,AGRA,Potato,NA
08-01-2014,AGRA,Potato,12
09-01-2014,AGRA,Potato,12
10-01-2014,AGRA,Potato,12
13-01-2014,AGRA,Potato,12
15-01-2014,AGRA,Potato,12
16-01-2014,AGRA,Potato,12
17-01-2014,AGRA,Potato,12
20-01-2014,AGRA,Potato,12
21-01-2014,AGRA,Potato,12
22-01-2014,AGRA,Potato,12
23-01-2014,AGRA,Potato,12
24-01-2014,AGRA,Potato,12
27-01-2014,AGRA,Potato,12
28-01-2014,AGRA,Potato,12
30-01-2014,AGRA,Potato,12
31-01-2014,AGRA,Potato,10
03-02-2014,AGRA,Potato,10
04-02-2014,AGRA,Potato,10
05-02-2014,AGRA,Potato,10
06-02-2014,AGRA,Potato,10
07-02-2014,AGRA,Potato,10
10-02-2014,AGRA,Potato,10
11-02-2014,AGRA,Potato,10
12-02-2014,AGRA,Potato,10
13-02-2014,AGRA,Potato,8
14-02-2014,AGRA,Potato,8
17-02-2014,AGRA,Potato,8
18-02-2014,AGRA,Potato,10
19-02-2014,AGRA,Potato,10
20-02-2014,AGRA,Potato,10
21-02-2014,AGRA,Potato,10
24-02-2014,AGRA,Potato,8
25-02-2014,AGRA,Potato,8
26-02-2014,AGRA,Potato,10
27-02-2014,AGRA,Potato,NA
28-02-2014,AGRA,Potato,10
03-03-2014,AGRA,Potato,10
04-03-2014,AGRA,Potato,NA
05-03-2014,AGRA,Potato,10
06-03-2014,AGRA,Potato,10
07-03-2014,AGRA,Potato,10
10-03-2014,AGRA,Potato,12
11-03-2014,AGRA,Potato,12
12-03-2014,AGRA,Potato,12
13-03-2014,AGRA,Potato,NA
14-03-2014,AGRA,Potato,12
18-03-2014,AGRA,Potato,NA
19-03-2014,AGRA,Potato,12
20-03-2014,AGRA,Potato,12
21-03-2014,AGRA,Potato,12
24-03-2014,AGRA,Potato,12
25-03-2014,AGRA,Potato,12
26-03-2014,AGRA,Potato,10
27-03-2014,AGRA,Potato,10
28-03-2014,AGRA,Potato,10
31-03-2014,AGRA,Potato,NA
01-04-2014,AGRA,Potato,NA
02-04-2014,AGRA,Potato,NA
03-04-2014,AGRA,Potato,12
04-04-2014,AGRA,Potato,12
07-04-2014,AGRA,Potato,12
09-04-2014,AGRA,Potato,12
11-04-2014,AGRA,Potato,12
15-04-2014,AGRA,Potato,12
16-04-2014,AGRA,Potato,12
17-04-2014,AGRA,Potato,12
21-04-2014,AGRA,Potato,15
22-04-2014,AGRA,Potato,15
23-04-2014,AGRA,Potato,15
24-04-2014,AGRA,Potato,15
25-04-2014,AGRA,Potato,17
28-04-2014,AGRA,Potato,17
29-04-2014,AGRA,Potato,17
30-04-2014,AGRA,Potato,NA
01-05-2014,AGRA,Potato,NA
02-05-2014,AGRA,Potato,17
05-05-2014,AGRA,Potato,17
06-05-2014,AGRA,Potato,NA
07-05-2014,AGRA,Potato,18
08-05-2014,AGRA,Potato,20
09-05-2014,AGRA,Potato,20
12-05-2014,AGRA,Potato,20
13-05-2014,AGRA,Potato,NA
15-05-2014,AGRA,Potato,20
16-05-2014,AGRA,Potato,20
19-05-2014,AGRA,Potato,20
20-05-2014,AGRA,Potato,20
21-05-2014,AGRA,Potato,20
22-05-2014,AGRA,Potato,20
23-05-2014,AGRA,Potato,20
26-05-2014,AGRA,Potato,NA
27-05-2014,AGRA,Potato,NA
28-05-2014,AGRA,Potato,20
29-05-2014,AGRA,Potato,20
30-05-2014,AGRA,Potato,20
02-06-2014,AGRA,Potato,20
03-06-2014,AGRA,Potato,20
04-06-2014,AGRA,Potato,20
05-06-2014,AGRA,Potato,20
06-06-2014,AGRA,Potato,20
09-06-2014,AGRA,Potato,18
10-06-2014,AGRA,Potato,18
11-06-2014,AGRA,Potato,18
12-06-2014,AGRA,Potato,16
13-06-2014,AGRA,Potato,16
16-06-2014,AGRA,Potato,16
17-06-2014,AGRA,Potato,16
18-06-2014,AGRA,Potato,16
19-06-2014,AGRA,Potato,16
20-06-2014,AGRA,Potato,14
23-06-2014,AGRA,Potato,14
24-06-2014,AGRA,Potato,14
25-06-2014,AGRA,Potato,14
26-06-2014,AGRA,Potato,14
27-06-2014,AGRA,Potato,14
30-06-2014,AGRA,Potato,14
01-07-2014,AGRA,Potato,18
02-07-2014,AGRA,Potato,20
03-07-2014,AGRA,Potato,20
04-07-2014,AGRA,Potato,NA
07-07-2014,AGRA,Potato,22
08-07-2014,AGRA,Potato,24
09-07-2014,AGRA,Potato,24
10-07-2014,AGRA,Potato,25
11-07-2014,AGRA,Potato,25
14-07-2014,AGRA,Potato,NA
15-07-2014,AGRA,Potato,25
16-07-2014,AGRA,Potato,25
17-07-2014,AGRA,Potato,25
18-07-2014,AGRA,Potato,25
21-07-2014,AGRA,Potato,25
22-07-2014,AGRA,Potato,NA
23-07-2014,AGRA,Potato,25
24-07-2014,AGRA,Potato,25
25-07-2014,AGRA,Potato,NA
28-07-2014,AGRA,Potato,25
30-07-2014,AGRA,Potato,25
31-07-2014,AGRA,Potato,25
01-08-2014,AGRA,Potato,20
04-08-2014,AGRA,Potato,20
05-08-2014,AGRA,Potato,20
06-08-2014,AGRA,Potato,20
07-08-2014,AGRA,Potato,20
08-08-2014,AGRA,Potato,20
11-08-2014,AGRA,Potato,20
12-08-2014,AGRA,Potato,20
13-08-2014,AGRA,Potato,20
14-08-2014,AGRA,Potato,20
19-08-2014,AGRA,Potato,20
20-08-2014,AGRA,Potato,20
21-08-2014,AGRA,Potato,20
22-08-2014,AGRA,Potato,20
25-08-2014,AGRA,Potato,20
26-08-2014,AGRA,Potato,20
27-08-2014,AGRA,Potato,20
28-08-2014,AGRA,Potato,NA
29-08-2014,AGRA,Potato,20
01-09-2014,AGRA,Potato,20
02-09-2014,AGRA,Potato,20
03-09-2014,AGRA,Potato,20
04-09-2014,AGRA,Potato,20
05-09-2014,AGRA,Potato,20
08-09-2014,AGRA,Potato,NA
09-09-2014,AGRA,Potato,NA
10-09-2014,AGRA,Potato,20
11-09-2014,AGRA,Potato,25
12-09-2014,AGRA,Potato,NA
15-09-2014,AGRA,Potato,25
16-09-2014,AGRA,Potato,25
17-09-2014,AGRA,Potato,NA
18-09-2014,AGRA,Potato,NA
19-09-2014,AGRA,Potato,25
22-09-2014,AGRA,Potato,25
23-09-2014,AGRA,Potato,NA
24-09-2014,AGRA,Potato,25
25-09-2014,AGRA,Potato,NA
26-09-2014,AGRA,Potato,25
29-09-2014,AGRA,Potato,30
30-09-2014,AGRA,Potato,30
07-10-2014,AGRA,Potato,30
08-10-2014,AGRA,Potato,NA
09-10-2014,AGRA,Potato,30
10-10-2014,AGRA,Potato,30
13-10-2014,AGRA,Potato,30
14-10-2014,AGRA,Potato,30
15-10-2014,AGRA,Potato,30
16-10-2014,AGRA,Potato,30
17-10-2014,AGRA,Potato,30
20-10-2014,AGRA,Potato,30
21-10-2014,AGRA,Potato,30
22-10-2014,AGRA,Potato,30
24-10-2014,AGRA,Potato,NA
27-10-2014,AGRA,Potato,35
28-10-2014,AGRA,Potato,35
29-10-2014,AGRA,Potato,35
31-10-2014,AGRA,Potato,35
03-11-2014,AGRA,Potato,35
05-11-2014,AGRA,Potato,35
07-11-2014,AGRA,Potato,35
10-11-2014,AGRA,Potato,35
11-11-2014,AGRA,Potato,35
12-11-2014,AGRA,Potato,35
13-11-2014,AGRA,Potato,35
14-11-2014,AGRA,Potato,30
17-11-2014,AGRA,Potato,30
18-11-2014,AGRA,Potato,30
19-11-2014,AGRA,Potato,30
20-11-2014,AGRA,Potato,30
21-11-2014,AGRA,Potato,30
24-11-2014,AGRA,Potato,NA
25-11-2014,AGRA,Potato,30
26-11-2014,AGRA,Potato,30
27-11-2014,AGRA,Potato,NA
28-11-2014,AGRA,Potato,25
01-12-2014,AGRA,Potato,25
02-12-2014,AGRA,Potato,25
03-12-2014,AGRA,Potato,25
04-12-2014,AGRA,Potato,25
05-12-2014,AGRA,Potato,20
08-12-2014,AGRA,Potato,20
09-12-2014,AGRA,Potato,20
10-12-2014,AGRA,Potato,12
11-12-2014,AGRA,Potato,10
12-12-2014,AGRA,Potato,10
15-12-2014,AGRA,Potato,10
16-12-2014,AGRA,Potato,10
17-12-2014,AGRA,Potato,10
18-12-2014,AGRA,Potato,10
19-12-2014,AGRA,Potato,10
22-12-2014,AGRA,Potato,10
23-12-2014,AGRA,Potato,NA
24-12-2014,AGRA,Potato,10
26-12-2014,AGRA,Potato,10
29-12-2014,AGRA,Potato,10
30-12-2014,AGRA,Potato,10
31-12-2014,AGRA,Potato,10
01-01-2015,AGRA,Potato,10
02-01-2015,AGRA,Potato,10
05-01-2015,AGRA,Potato,NA
06-01-2015,AGRA,Potato,10
07-01-2015,AGRA,Potato,10
08-01-2015,AGRA,Potato,10
09-01-2015,AGRA,Potato,10
12-01-2015,AGRA,Potato,10
13-01-2015,AGRA,Potato,10
14-01-2015,AGRA,Potato,8
15-01-2015,AGRA,Potato,8
16-01-2015,AGRA,Potato,8
19-01-2015,AGRA,Potato,10
20-01-2015,AGRA,Potato,10
21-01-2015,AGRA,Potato,8
22-01-2015,AGRA,Potato,8
23-01-2015,AGRA,Potato,8
27-01-2015,AGRA,Potato,8
28-01-2015,AGRA,Potato,8
30-01-2015,AGRA,Potato,8
02-02-2015,AGRA,Potato,8
03-02-2015,AGRA,Potato,10
04-02-2015,AGRA,Potato,10
05-02-2015,AGRA,Potato,10
06-02-2015,AGRA,Potato,10
09-02-2015,AGRA,Potato,10
10-02-2015,AGRA,Potato,10
11-02-2015,AGRA,Potato,10
12-02-2015,AGRA,Potato,8
13-02-2015,AGRA,Potato,8
16-02-2015,AGRA,Potato,8
17-02-2015,AGRA,Potato,NA
18-02-2015,AGRA,Potato,8
19-02-2015,AGRA,Potato,8
20-02-2015,AGRA,Potato,8
23-02-2015,AGRA,Potato,8
24-02-2015,AGRA,Potato,8
25-02-2015,AGRA,Potato,8
26-02-2015,AGRA,Potato,10
27-02-2015,AGRA,Potato,10
02-03-2015,AGRA,Potato,8
03-03-2015,AGRA,Potato,8
04-03-2015,AGRA,Potato,8
05-03-2015,AGRA,Potato,NA
09-03-2015,AGRA,Potato,8
10-03-2015,AGRA,Potato,8
11-03-2015,AGRA,Potato,8
12-03-2015,AGRA,Potato,8
13-03-2015,AGRA,Potato,8
16-03-2015,AGRA,Potato,8
17-03-2015,AGRA,Potato,10
18-03-2015,AGRA,Potato,10
19-03-2015,AGRA,Potato,10
20-03-2015,AGRA,Potato,10
23-03-2015,AGRA,Potato,8
24-03-2015,AGRA,Potato,8
25-03-2015,AGRA,Potato,8
26-03-2015,AGRA,Potato,8
27-03-2015,AGRA,Potato,8
30-03-2015,AGRA,Potato,8
31-03-2015,AGRA,Potato,7
01-04-2015,AGRA,Potato,7
06-04-2015,AGRA,Potato,7
07-04-2015,AGRA,Potato,7
08-04-2015,AGRA,Potato,7
09-04-2015,AGRA,Potato,5
10-04-2015,AGRA,Potato,5
13-04-2015,AGRA,Potato,5
15-04-2015,AGRA,Potato,5
16-04-2015,AGRA,Potato,5
17-04-2015,AGRA,Potato,NA
20-04-2015,AGRA,Potato,NA
21-04-2015,AGRA,Potato,5
22-04-2015,AGRA,Potato,5
23-04-2015,AGRA,Potato,5
24-04-2015,AGRA,Potato,5
27-04-2015,AGRA,Potato,5
28-04-2015,AGRA,Potato,5
25-11-1997,AHMEDABAD,Potato,6
26-11-1997,AHMEDABAD,Potato,6
27-11-1997,AHMEDABAD,Potato,6
28-11-1997,AHMEDABAD,Potato,6
01-12-1997,AHMEDABAD,Potato,6
02-12-1997,AHMEDABAD,Potato,6
03-12-1997,AHMEDABAD,Potato,6
04-12-1997,AHMEDABAD,Potato,6
05-12-1997,AHMEDABAD,Potato,6
08-12-1997,AHMEDABAD,Potato,6
09-12-1997,AHMEDABAD,Potato,6
10-12-1997,AHMEDABAD,Potato,6
11-12-1997,AHMEDABAD,Potato,6
12-12-1997,AHMEDABAD,Potato,6
15-12-1997,AHMEDABAD,Potato,6
16-12-1997,AHMEDABAD,Potato,6
17-12-1997,AHMEDABAD,Potato,6
18-12-1997,AHMEDABAD,Potato,6
19-12-1997,AHMEDABAD,Potato,6
22-12-1997,AHMEDABAD,Potato,6
23-12-1997,AHMEDABAD,Potato,6
24-12-1997,AHMEDABAD,Potato,6
26-12-1997,AHMEDABAD,Potato,6
29-12-1997,AHMEDABAD,Potato,6
30-12-1997,AHMEDABAD,Potato,6
31-12-1997,AHMEDABAD,Potato,6
01-01-1998,AHMEDABAD,Potato,NA
02-01-1998,AHMEDABAD,Potato,NA
05-01-1998,AHMEDABAD,Potato,NA
06-01-1998,AHMEDABAD,Potato,NA
07-01-1998,AHMEDABAD,Potato,NA
08-01-1998,AHMEDABAD,Potato,NA
09-01-1998,AHMEDABAD,Potato,NA
12-01-1998,AHMEDABAD,Potato,NA
13-01-1998,AHMEDABAD,Potato,NA
14-01-1998,AHMEDABAD,Potato,NA
15-01-1998,AHMEDABAD,Potato,NA
16-01-1998,AHMEDABAD,Potato,NA
19-01-1998,AHMEDABAD,Potato,NA
20-01-1998,AHMEDABAD,Potato,NA
21-01-1998,AHMEDABAD,Potato,NA
22-01-1998,AHMEDABAD,Potato,NA
23-01-1998,AHMEDABAD,Potato,NA
27-01-1998,AHMEDABAD,Potato,NA
28-01-1998,AHMEDABAD,Potato,NA
29-01-1998,AHMEDABAD,Potato,NA
02-02-1998,AHMEDABAD,Potato,NA
03-02-1998,AHMEDABAD,Potato,NA
04-02-1998,AHMEDABAD,Potato,NA
05-02-1998,AHMEDABAD,Potato,NA
06-02-1998,AHMEDABAD,Potato,NA
09-02-1998,AHMEDABAD,Potato,NA
10-02-1998,AHMEDABAD,Potato,NA
11-02-1998,AHMEDABAD,Potato,NA
12-02-1998,AHMEDABAD,Potato,NA
13-02-1998,AHMEDABAD,Potato,NA
17-02-1998,AHMEDABAD,Potato,NA
18-02-1998,AHMEDABAD,Potato,NA
19-02-1998,AHMEDABAD,Potato,NA
20-02-1998,AHMEDABAD,Potato,NA
23-02-1998,AHMEDABAD,Potato,NA
24-02-1998,AHMEDABAD,Potato,NA
26-02-1998,AHMEDABAD,Potato,NA
27-02-1998,AHMEDABAD,Potato,NA
02-03-1998,AHMEDABAD,Potato,NA
03-03-1998,AHMEDABAD,Potato,NA
04-03-1998,AHMEDABAD,Potato,NA
05-03-1998,AHMEDABAD,Potato,NA
06-03-1998,AHMEDABAD,Potato,NA
09-03-1998,AHMEDABAD,Potato,NA
10-03-1998,AHMEDABAD,Potato,NA
11-03-1998,AHMEDABAD,Potato,NA
12-03-1998,AHMEDABAD,Potato,NA
16-03-1998,AHMEDABAD,Potato,NA
17-03-1998,AHMEDABAD,Potato,NA
18-03-1998,AHMEDABAD,Potato,NA
19-03-1998,AHMEDABAD,Potato,NA
20-03-1998,AHMEDABAD,Potato,NA
23-03-1998,AHMEDABAD,Potato,NA
24-03-1998,AHMEDABAD,Potato,NA
25-03-1998,AHMEDABAD,Potato,NA
26-03-1998,AHMEDABAD,Potato,NA
27-03-1998,AHMEDABAD,Potato,NA
30-03-1998,AHMEDABAD,Potato,NA
31-03-1998,AHMEDABAD,Potato,NA
01-04-1998,AHMEDABAD,Potato,NA
02-04-1998,AHMEDABAD,Potato,NA
03-04-1998,AHMEDABAD,Potato,NA
06-04-1998,AHMEDABAD,Potato,NA
07-04-1998,AHMEDABAD,Potato,NA
13-04-1998,AHMEDABAD,Potato,NA
15-04-1998,AHMEDABAD,Potato,NA
16-04-1998,AHMEDABAD,Potato,NA
17-04-1998,AHMEDABAD,Potato,NA
20-04-1998,AHMEDABAD,Potato,NA
21-04-1998,AHMEDABAD,Potato,NA
22-04-1998,AHMEDABAD,Potato,NA
23-04-1998,AHMEDABAD,Potato,NA
24-04-1998,AHMEDABAD,Potato,NA
27-04-1998,AHMEDABAD,Potato,NA
28-04-1998,AHMEDABAD,Potato,NA
29-04-1998,AHMEDABAD,Potato,NA
30-04-1998,AHMEDABAD,Potato,NA
01-05-1998,AHMEDABAD,Potato,NA
04-05-1998,AHMEDABAD,Potato,NA
05-05-1998,AHMEDABAD,Potato,NA
06-05-1998,AHMEDABAD,Potato,NA
08-05-1998,AHMEDABAD,Potato,NA
12-05-1998,AHMEDABAD,Potato,NA
13-05-1998,AHMEDABAD,Potato,NA
14-05-1998,AHMEDABAD,Potato,NA
15-05-1998,AHMEDABAD,Potato,NA
18-05-1998,AHMEDABAD,Potato,NA
19-05-1998,AHMEDABAD,Potato,NA
20-05-1998,AHMEDABAD,Potato,NA
21-05-1998,AHMEDABAD,Potato,NA
22-05-1998,AHMEDABAD,Potato,NA
25-05-1998,AHMEDABAD,Potato,NA
26-05-1998,AHMEDABAD,Potato,NA
27-05-1998,AHMEDABAD,Potato,NA
28-05-1998,AHMEDABAD,Potato,NA
29-05-1998,AHMEDABAD,Potato,NA
01-06-1998,AHMEDABAD,Potato,NA
02-06-1998,AHMEDABAD,Potato,NA
03-06-1998,AHMEDABAD,Potato,NA
04-06-1998,AHMEDABAD,Potato,NA
05-06-1998,AHMEDABAD,Potato,NA
08-06-1998,AHMEDABAD,Potato,NA
09-06-1998,AHMEDABAD,Potato,NA
10-06-1998,AHMEDABAD,Potato,NA
11-06-1998,AHMEDABAD,Potato,NA
12-06-1998,AHMEDABAD,Potato,NA
15-06-1998,AHMEDABAD,Potato,NA
16-06-1998,AHMEDABAD,Potato,NA
17-06-1998,AHMEDABAD,Potato,NA
18-06-1998,AHMEDABAD,Potato,NA
19-06-1998,AHMEDABAD,Potato,NA
22-06-1998,AHMEDABAD,Potato,NA
23-06-1998,AHMEDABAD,Potato,NA
24-06-1998,AHMEDABAD,Potato,NA
25-06-1998,AHMEDABAD,Potato,NA
26-06-1998,AHMEDABAD,Potato,NA
29-06-1998,AHMEDABAD,Potato,NA
30-06-1998,AHMEDABAD,Potato,NA
01-07-1998,AHMEDABAD,Potato,NA
02-07-1998,AHMEDABAD,Potato,NA
03-07-1998,AHMEDABAD,Potato,NA
06-07-1998,AHMEDABAD,Potato,NA
07-07-1998,AHMEDABAD,Potato,NA
09-07-1998,AHMEDABAD,Potato,NA
10-07-1998,AHMEDABAD,Potato,NA
13-07-1998,AHMEDABAD,Potato,NA
14-07-1998,AHMEDABAD,Potato,NA
15-07-1998,AHMEDABAD,Potato,NA
16-07-1998,AHMEDABAD,Potato,NA
17-07-1998,AHMEDABAD,Potato,NA
20-07-1998,AHMEDABAD,Potato,NA
21-07-1998,AHMEDABAD,Potato,NA
22-07-1998,AHMEDABAD,Potato,NA
23-07-1998,AHMEDABAD,Potato,NA
24-07-1998,AHMEDABAD,Potato,NA
27-07-1998,AHMEDABAD,Potato,NA
28-07-1998,AHMEDABAD,Potato,NA
29-07-1998,AHMEDABAD,Potato,NA
30-07-1998,AHMEDABAD,Potato,NA
31-07-1998,AHMEDABAD,Potato,NA
03-08-1998,AHMEDABAD,Potato,NA
04-08-1998,AHMEDABAD,Potato,NA
05-08-1998,AHMEDABAD,Potato,NA
06-08-1998,AHMEDABAD,Potato,NA
07-08-1998,AHMEDABAD,Potato,NA
10-08-1998,AHMEDABAD,Potato,NA
11-08-1998,AHMEDABAD,Potato,NA
12-08-1998,AHMEDABAD,Potato,NA
13-08-1998,AHMEDABAD,Potato,NA
14-08-1998,AHMEDABAD,Potato,NA
17-08-1998,AHMEDABAD,Potato,NA
18-08-1998,AHMEDABAD,Potato,NA
19-08-1998,AHMEDABAD,Potato,NA
20-08-1998,AHMEDABAD,Potato,NA
21-08-1998,AHMEDABAD,Potato,NA
24-08-1998,AHMEDABAD,Potato,NA
25-08-1998,AHMEDABAD,Potato,NA
26-08-1998,AHMEDABAD,Potato,NA
27-08-1998,AHMEDABAD,Potato,NA
28-08-1998,AHMEDABAD,Potato,NA
31-08-1998,AHMEDABAD,Potato,NA
01-09-1998,AHMEDABAD,Potato,NA
02-09-1998,AHMEDABAD,Potato,NA
03-09-1998,AHMEDABAD,Potato,NA
04-09-1998,AHMEDABAD,Potato,NA
07-09-1998,AHMEDABAD,Potato,NA
08-09-1998,AHMEDABAD,Potato,NA
09-09-1998,AHMEDABAD,Potato,NA
10-09-1998,AHMEDABAD,Potato,NA
11-09-1998,AHMEDABAD,Potato,NA
14-09-1998,AHMEDABAD,Potato,NA
15-09-1998,AHMEDABAD,Potato,NA
16-09-1998,AHMEDABAD,Potato,NA
17-09-1998,AHMEDABAD,Potato,NA
18-09-1998,AHMEDABAD,Potato,NA
21-09-1998,AHMEDABAD,Potato,NA
22-09-1998,AHMEDABAD,Potato,NA
23-09-1998,AHMEDABAD,Potato,NA
24-09-1998,AHMEDABAD,Potato,NA
25-09-1998,AHMEDABAD,Potato,NA
28-09-1998,AHMEDABAD,Potato,NA
30-09-1998,AHMEDABAD,Potato,NA
05-10-1998,AHMEDABAD,Potato,NA
06-10-1998,AHMEDABAD,Potato,NA
07-10-1998,AHMEDABAD,Potato,NA
08-10-1998,AHMEDABAD,Potato,NA
09-10-1998,AHMEDABAD,Potato,NA
12-10-1998,AHMEDABAD,Potato,NA
13-10-1998,AHMEDABAD,Potato,NA
14-10-1998,AHMEDABAD,Potato,NA
15-10-1998,AHMEDABAD,Potato,NA
16-10-1998,AHMEDABAD,Potato,NA
20-10-1998,AHMEDABAD,Potato,NA
21-10-1998,AHMEDABAD,Potato,NA
22-10-1998,AHMEDABAD,Potato,NA
23-10-1998,AHMEDABAD,Potato,NA
26-10-1998,AHMEDABAD,Potato,NA
27-10-1998,AHMEDABAD,Potato,NA
28-10-1998,AHMEDABAD,Potato,NA
29-10-1998,AHMEDABAD,Potato,NA
30-10-1998,AHMEDABAD,Potato,NA
02-11-1998,AHMEDABAD,Potato,NA
03-11-1998,AHMEDABAD,Potato,NA
05-11-1998,AHMEDABAD,Potato,NA
06-11-1998,AHMEDABAD,Potato,NA
09-11-1998,AHMEDABAD,Potato,NA
10-11-1998,AHMEDABAD,Potato,NA
11-11-1998,AHMEDABAD,Potato,NA
12-11-1998,AHMEDABAD,Potato,NA
13-11-1998,AHMEDABAD,Potato,NA
16-11-1998,AHMEDABAD,Potato,NA
17-11-1998,AHMEDABAD,Potato,NA
18-11-1998,AHMEDABAD,Potato,NA
19-11-1998,AHMEDABAD,Potato,NA
20-11-1998,AHMEDABAD,Potato,NA
23-11-1998,AHMEDABAD,Potato,NA
24-11-1998,AHMEDABAD,Potato,NA
26-11-1998,AHMEDABAD,Potato,NA
27-11-1998,AHMEDABAD,Potato,NA
30-11-1998,AHMEDABAD,Potato,NA
01-12-1998,AHMEDABAD,Potato,NA
02-12-1998,AHMEDABAD,Potato,NA
03-12-1998,AHMEDABAD,Potato,NA
04-12-1998,AHMEDABAD,Potato,NA
07-12-1998,AHMEDABAD,Potato,NA
08-12-1998,AHMEDABAD,Potato,NA
09-12-1998,AHMEDABAD,Potato,NA
10-12-1998,AHMEDABAD,Potato,NA
11-12-1998,AHMEDABAD,Potato,NA
14-12-1998,AHMEDABAD,Potato,NA
15-12-1998,AHMEDABAD,Potato,NA
16-12-1998,AHMEDABAD,Potato,NA
17-12-1998,AHMEDABAD,Potato,NA
18-12-1998,AHMEDABAD,Potato,NA
21-12-1998,AHMEDABAD,Potato,NA
22-12-1998,AHMEDABAD,Potato,NA
23-12-1998,AHMEDABAD,Potato,NA
24-12-1998,AHMEDABAD,Potato,NA
28-12-1998,AHMEDABAD,Potato,NA
29-12-1998,AHMEDABAD,Potato,NA
30-12-1998,AHMEDABAD,Potato,NA
31-12-1998,AHMEDABAD,Potato,NA
01-01-1999,AHMEDABAD,Potato,NA
04-01-1999,AHMEDABAD,Potato,NA
05-01-1999,AHMEDABAD,Potato,NA
06-01-1999,AHMEDABAD,Potato,NA
07-01-1999,AHMEDABAD,Potato,NA
08-01-1999,AHMEDABAD,Potato,NA
11-01-1999,AHMEDABAD,Potato,NA
12-01-1999,AHMEDABAD,Potato,NA
13-01-1999,AHMEDABAD,Potato,NA
14-01-1999,AHMEDABAD,Potato,NA
15-01-1999,AHMEDABAD,Potato,NA
18-01-1999,AHMEDABAD,Potato,NA
20-01-1999,AHMEDABAD,Potato,NA
21-01-1999,AHMEDABAD,Potato,NA
22-01-1999,AHMEDABAD,Potato,NA
27-01-1999,AHMEDABAD,Potato,NA
28-01-1999,AHMEDABAD,Potato,NA
